Claim ID,Customer,Month,WeekOfMonth,DayOfWeek,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Fault,FraudFound_P,RepNumber,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,BasePolicy,Vehicle Class,AccidentArea,Age,Product Name,VehiclePrice,DriverRating,AgeOfVehicle
CLM10000012941,HC37968,Dec,3,Thursday,Thursday,Dec,3,Third Party,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Urban,50,Sedan - Liability,20000 to 29000,1,7 years
CLM10000012942,NE57101,Nov,2,Friday,Tuesday,Nov,3,Policy Holder,0,14,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,SUV,Urban,26,Sedan - Collision,30000 to 39000,3,5 years
CLM10000012943,GB20532,Nov,2,Friday,Thursday,Nov,3,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,21,Sedan - All Perils,30000 to 39000,2,4 years
CLM10000012944,XS74432,Oct,3,Friday,Monday,Dec,2,Third Party,0,14,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,32,Sedan - Liability,30000 to 39000,2,6 years
CLM10000012945,FF31523,Oct,1,Monday,Wednesday,Oct,1,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,43,Sedan - Liability,20000 to 29000,1,7 years
CLM10000012946,EE98024,Aug,4,Tuesday,Thursday,Sep,1,Third Party,0,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,48,Sedan - Collision,20000 to 29000,3,more than 7
CLM10000012947,SB64064,Aug,2,Tuesday,Tuesday,Aug,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,56,Sedan - Liability,30000 to 39000,3,more than 7
CLM10000012948,WA74455,Jul,3,Saturday,Tuesday,Jul,3,Third Party,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,53,Sedan - Collision,30000 to 39000,4,more than 7
CLM10000012949,AN32867,Jul,1,Friday,Monday,Jul,2,Third Party,0,14,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,26,Sedan - Collision,30000 to 39000,2,6 years
CLM10000012950,AC67315,Jun,2,Friday,Friday,Jun,2,Third Party,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Sports Car,Urban,37,Sedan - Liability,30000 to 39000,1,7 years
CLM10000012951,CZ72326,May,5,Monday,Wednesday,Jun,3,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,61,Sedan - Collision,20000 to 29000,4,more than 7
CLM10000012952,HC25359,May,4,Saturday,Tuesday,May,4,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,52,Sedan - Collision,20000 to 29000,3,7 years
CLM10000012953,SM39580,May,2,Friday,Tuesday,May,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,38,Sedan - Collision,20000 to 29000,1,7 years
CLM10000012954,WO53546,Jun,2,Tuesday,Wednesday,Jun,3,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Rural,54,Sedan - All Perils,20000 to 29000,1,7 years
CLM10000012955,AN21193,May,2,Monday,Friday,May,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,2 to 3 years,Liability,Four-Door Car,Urban,30,Sedan - Collision,20000 to 29000,1,6 years
CLM10000012956,NW19960,May,1,Monday,Tuesday,May,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,53,Sedan - Collision,20000 to 29000,1,7 years
CLM10000012957,GL54755,Apr,3,Wednesday,Thursday,Apr,4,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,30,Sedan - Liability,20000 to 29000,4,6 years
CLM10000012958,UF13251,Apr,1,Wednesday,Thursday,Apr,2,Third Party,0,1,more than 30,more than 30,No,No,External,1 to 2,4 to 8 years,Collision,SUV,Urban,28,Sedan - Liability,20000 to 29000,2,6 years
CLM10000012959,KF80571,Aug,5,Wednesday,Wednesday,Aug,5,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,48,Sedan - All Perils,20000 to 29000,4,more than 7
CLM10000012960,XB43418,Jan,3,Sunday,Thursday,Jan,3,Third Party,0,3,more than 30,more than 30,Yes,No,External,none,no change,Collision,SUV,Urban,51,Sedan - Liability,30000 to 39000,2,7 years
CLM10000012961,IA78643,Dec,4,Tuesday,Wednesday,Dec,4,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Rural,26,Sedan - Liability,30000 to 39000,2,7 years
CLM10000012962,RI97135,Feb,2,Tuesday,Wednesday,Feb,2,Third Party,0,7,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,52,Sedan - Collision,20000 to 29000,3,6 years
CLM10000012963,DJ42087,Feb,1,Tuesday,Tuesday,Feb,1,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,23,Sedan - Collision,20000 to 29000,2,5 years
CLM10000012964,YD27780,Feb,2,Saturday,Tuesday,Feb,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,SUV,Rural,28,Sedan - Collision,20000 to 29000,3,6 years
CLM10000012965,FP86246,Aug,1,Monday,Wednesday,Aug,1,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Rural,50,Sedan - Collision,40000 to 59000,2,7 years
CLM10000012966,LH52773,Jul,2,Sunday,Thursday,Sep,2,Third Party,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,58,Sedan - All Perils,less than 20000,3,more than 7
CLM10000012967,CL52383,Sep,1,Thursday,Friday,Sep,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,32,Sedan - All Perils,20000 to 29000,2,6 years
CLM10000012968,MH43755,Sep,1,Thursday,Friday,Oct,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,40,Sedan - All Perils,more than 69000,4,7 years
CLM10000012969,FU65756,Nov,5,Monday,Thursday,Dec,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,51,Sedan - All Perils,20000 to 29000,3,6 years
CLM10000012970,MZ63755,Apr,5,Friday,Tuesday,May,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,45,Sedan - Liability,20000 to 29000,1,7 years
CLM10000012971,IS53899,Apr,2,Friday,Friday,May,3,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Rural,37,Sedan - Collision,20000 to 29000,4,7 years
CLM10000012972,KC69320,Aug,4,Friday,Friday,Aug,4,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Rural,43,Sedan - All Perils,more than 69000,1,more than 7
CLM10000012973,LC42182,Aug,4,Sunday,Tuesday,Aug,5,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Luxury SUV,Urban,51,Sedan - Collision,40000 to 59000,3,more than 7
CLM10000012974,AH89786,Aug,4,Thursday,Monday,Sep,1,Policy Holder,0,12,none,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,37,Sedan - Collision,more than 69000,3,7 years
CLM10000012975,IR78670,Oct,2,Tuesday,Monday,Oct,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,30,Sedan - Collision,20000 to 29000,2,6 years
CLM10000012976,OU24549,Dec,1,Tuesday,Thursday,Dec,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,56,Sedan - Collision,20000 to 29000,3,more than 7
CLM10000012977,OO96263,Jun,3,Wednesday,Thursday,Jun,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,21,Sedan - Collision,20000 to 29000,3,5 years
CLM10000012978,SY86059,Dec,2,Thursday,Tuesday,Dec,2,Third Party,0,1,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,26,Sedan - Collision,30000 to 39000,2,6 years
CLM10000012979,JZ76788,Dec,2,Saturday,Monday,Dec,2,Third Party,0,13,more than 30,more than 30,Yes,No,External,none,4 to 8 years,Collision,Two-Door Car,Urban,38,Sedan - Liability,30000 to 39000,1,more than 7
CLM10000012980,AB23825,Dec,2,Saturday,Monday,Dec,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,30,Sedan - All Perils,20000 to 29000,3,6 years
CLM10000012981,TY22591,Mar,3,Wednesday,Thursday,Mar,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,32,Sedan - Liability,20000 to 29000,3,6 years
CLM10000012982,XH47201,Mar,2,Saturday,Monday,Mar,3,Third Party,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,45,Sedan - Collision,20000 to 29000,1,7 years
CLM10000012983,TW62773,May,3,Thursday,Friday,May,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Two-Door Car,Urban,36,Sedan - Collision,20000 to 29000,3,more than 7
CLM10000012984,QV66305,May,3,Friday,Wednesday,May,4,Policy Holder,0,14,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,42,Sedan - All Perils,more than 69000,1,7 years
CLM10000012985,QD98396,May,1,Tuesday,Wednesday,May,1,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Urban,28,Sedan - Collision,20000 to 29000,4,6 years
CLM10000012986,GN61665,Jun,5,Tuesday,Monday,Jul,1,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Urban,38,Sedan - All Perils,more than 69000,4,5 years
CLM10000012987,IK82336,Jun,3,Sunday,Thursday,Jun,4,Third Party,0,14,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,40,Sedan - Collision,more than 69000,4,6 years
CLM10000012988,QD69852,Sep,1,Monday,Wednesday,Sep,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,22,Sedan - Collision,20000 to 29000,2,5 years
CLM10000012989,XG47945,Oct,5,Monday,Monday,Nov,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,31,Sedan - Liability,20000 to 29000,1,7 years
CLM10000012990,AB73565,Oct,4,Thursday,Thursday,Nov,1,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,50,Sedan - Collision,20000 to 29000,3,7 years
CLM10000012991,PK20739,Dec,3,Tuesday,Tuesday,Dec,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,47,Sedan - Liability,30000 to 39000,4,more than 7
CLM10000012992,RZ80299,Apr,3,Wednesday,Wednesday,Apr,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,21,Sedan - Collision,20000 to 29000,1,5 years
CLM10000012993,QU53781,Apr,4,Friday,Friday,Apr,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,46,Sedan - Collision,20000 to 29000,3,more than 7
CLM10000012994,QD97878,Sep,2,Friday,Wednesday,Sep,2,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,54,Sedan - Collision,less than 20000,1,more than 7
CLM10000012995,WK24299,Feb,1,Wednesday,Thursday,Feb,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,SUV,Urban,38,Sedan - Collision,20000 to 29000,2,7 years
CLM10000012996,RJ45123,Jun,3,Thursday,Wednesday,Jun,4,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,56,Sedan - All Perils,20000 to 29000,2,more than 7
CLM10000012997,MA37431,Sep,4,Thursday,Wednesday,Dec,2,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Rural,39,Sedan - Liability,30000 to 39000,1,7 years
CLM10000012998,PX45824,Sep,4,Saturday,Tuesday,Sep,4,Policy Holder,0,8,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,54,Sedan - Collision,20000 to 29000,1,more than 7
CLM10000012999,OG17838,Jan,1,Tuesday,Tuesday,Jan,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,37,Sedan - Liability,30000 to 39000,2,7 years
CLM10000013000,RV95842,Jun,3,Friday,Friday,Jun,3,Policy Holder,1,13,more than 30,more than 30,No,No,External,more than 5,4 to 8 years,Collision,Four-Door Car,Urban,30,Sedan - All Perils,less than 20000,3,6 years
CLM10000013001,UQ82778,Mar,1,Friday,Tuesday,Apr,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,26,Sedan - All Perils,30000 to 39000,3,7 years
CLM10000013002,ZG16710,Jul,4,Saturday,Wednesday,Aug,1,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Rural,53,Sedan - All Perils,30000 to 39000,1,more than 7
CLM10000013003,OT53330,Dec,1,Saturday,Monday,Dec,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,63,Sedan - Collision,20000 to 29000,1,6 years
CLM10000013004,FK28721,Dec,1,Saturday,Monday,Dec,1,Third Party,0,4,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Two-Door Car,Urban,60,Sedan - Collision,20000 to 29000,3,more than 7
CLM10000013005,CM42637,Feb,2,Thursday,Tuesday,Feb,3,Policy Holder,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,51,Sedan - Liability,30000 to 39000,3,7 years
CLM10000013006,PD32854,Jul,2,Tuesday,Wednesday,Jul,2,Third Party,0,6,more than 30,more than 30,No,No,External,3 to 5,2 to 3 years,Collision,SUV,Urban,27,Sedan - Liability,20000 to 29000,2,6 years
CLM10000013007,SB82356,Sep,1,Monday,Monday,Sep,2,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,45,Sedan - All Perils,20000 to 29000,1,7 years
CLM10000013008,SX85653,Dec,3,Saturday,Tuesday,Dec,3,Policy Holder,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,42,Sedan - Liability,30000 to 39000,4,7 years
CLM10000013009,PH91033,Dec,2,Tuesday,Tuesday,Dec,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Urban,31,Sedan - All Perils,20000 to 29000,1,6 years
CLM10000013010,WA68850,Dec,2,Monday,Wednesday,Dec,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,27,Sedan - Collision,30000 to 39000,2,5 years
CLM10000013011,CK85904,Dec,2,Tuesday,Wednesday,Dec,2,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,50,Sedan - Liability,30000 to 39000,4,more than 7
CLM10000013012,FP39090,Dec,2,Tuesday,Wednesday,Dec,2,Third Party,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,46,Sedan - Liability,20000 to 29000,2,7 years
CLM10000013013,CE17166,Oct,5,Sunday,Monday,Nov,1,Third Party,0,11,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,0,Sedan - Liability,more than 69000,3,new
CLM10000013014,SK65854,Sep,1,Friday,Monday,Sep,1,Policy Holder,0,11,more than 30,more than 30,No,No,External,none,1 year,Collision,Four-Door Car,Urban,28,Sedan - Collision,20000 to 29000,4,6 years
CLM10000013015,RT23641,Aug,5,Wednesday,Friday,Sep,1,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,45,Sedan - All Perils,20000 to 29000,1,7 years
CLM10000013016,EP61197,Apr,3,Tuesday,Wednesday,Apr,3,Third Party,0,7,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,63,Sedan - Liability,20000 to 29000,2,more than 7
CLM10000013017,II16403,Apr,3,Monday,Monday,Apr,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury SUV,Urban,54,Sedan - All Perils,20000 to 29000,4,2 years
CLM10000013018,NB96938,Nov,3,Friday,Wednesday,Nov,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,33,Sedan - Collision,20000 to 29000,1,6 years
CLM10000013019,MB69465,Nov,2,Saturday,Tuesday,Nov,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,0,Sedan - Collision,more than 69000,1,new
CLM10000013020,IO89174,Aug,2,Thursday,Friday,Aug,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,0,Sedan - Liability,more than 69000,4,new
CLM10000013021,DB26077,Aug,1,Thursday,Thursday,Aug,1,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,4 to 8 years,Liability,SUV,Urban,54,Sedan - Collision,20000 to 29000,4,more than 7
CLM10000013022,NB98740,Jul,4,Friday,Friday,Jul,4,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,35,Sedan - Liability,20000 to 29000,3,6 years
CLM10000013023,EL82767,Jun,3,Friday,Tuesday,Jun,3,Third Party,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,47,Sedan - All Perils,20000 to 29000,1,more than 7
CLM10000013024,AK54675,Jul,2,Wednesday,Thursday,Jul,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,39,Sport - Collision,more than 69000,1,7 years
CLM10000013025,EW67766,Apr,2,Monday,Tuesday,Apr,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Rural,35,Sedan - Collision,30000 to 39000,1,7 years
CLM10000013026,TV20901,Mar,4,Monday,Tuesday,Mar,4,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,53,Sedan - All Perils,more than 69000,4,more than 7
CLM10000013027,YJ42538,Jun,3,Saturday,Tuesday,Jun,3,Policy Holder,1,5,more than 30,more than 30,No,No,External,none,no change,All Perils,Sports Car,Urban,58,Sedan - Liability,20000 to 29000,2,5 years
CLM10000013028,FI90697,Jun,3,Saturday,Friday,Jun,4,Third Party,0,10,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,35,Sedan - Collision,30000 to 39000,1,7 years
CLM10000013029,XR37151,Feb,3,Thursday,Wednesday,Mar,1,Third Party,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,35,Sedan - Collision,20000 to 29000,1,6 years
CLM10000013030,ZZ43513,Apr,2,Sunday,Wednesday,Apr,2,Third Party,0,9,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,51,Sedan - Liability,more than 69000,3,more than 7
CLM10000013031,AZ50087,Nov,2,Sunday,Wednesday,Dec,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,35,Sedan - Collision,30000 to 39000,1,5 years
CLM10000013032,PD30266,Oct,4,Saturday,Wednesday,Oct,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,SUV,Urban,45,Utility - All Perils,more than 69000,3,more than 7
CLM10000013033,MW40110,Aug,3,Thursday,Wednesday,Aug,5,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,59,Sedan - Liability,20000 to 29000,1,more than 7
CLM10000013034,SH93005,Aug,3,Wednesday,Thursday,Aug,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,22,Sedan - All Perils,20000 to 29000,1,5 years
CLM10000013035,XI16714,May,3,Monday,Tuesday,Jul,2,Policy Holder,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,53,Sedan - All Perils,20000 to 29000,1,more than 7
CLM10000013036,DG68667,Apr,3,Sunday,Tuesday,Apr,3,Policy Holder,0,1,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,51,Sedan - Liability,20000 to 29000,3,5 years
CLM10000013037,BR44176,Apr,3,Sunday,Tuesday,Apr,3,Third Party,0,2,more than 30,more than 30,No,No,Internal,none,no change,Collision,Two-Door Car,Urban,50,Sedan - Liability,20000 to 29000,2,7 years
CLM10000013038,MY51849,Mar,1,Friday,Monday,Mar,1,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,44,Sedan - All Perils,more than 69000,1,7 years
CLM10000013039,GU41036,Dec,2,Tuesday,Monday,Dec,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,43,Sedan - Collision,20000 to 29000,4,6 years
CLM10000013040,TF61492,Dec,2,Monday,Wednesday,Dec,3,Policy Holder,0,9,more than 30,more than 30,Yes,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,30,Sedan - All Perils,20000 to 29000,4,6 years
CLM10000013041,TF68928,Dec,2,Saturday,Thursday,Dec,3,Policy Holder,0,2,more than 30,more than 30,Yes,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,45,Sedan - Liability,20000 to 29000,4,more than 7
CLM10000013042,VZ79366,Dec,2,Sunday,Friday,Dec,3,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,4 to 8 years,Collision,Four-Door Car,Urban,44,Sedan - All Perils,20000 to 29000,3,7 years
CLM10000013043,OP93305,Dec,2,Monday,Tuesday,Dec,2,Policy Holder,0,11,more than 30,more than 30,Yes,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,26,Sedan - Liability,30000 to 39000,3,6 years
CLM10000013044,KB18303,Dec,2,Friday,Friday,Dec,3,Policy Holder,0,6,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Sports Car,Urban,44,Sedan - Collision,20000 to 29000,3,7 years
CLM10000013045,GX47381,Dec,2,Friday,Friday,Dec,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,35,Sedan - Collision,30000 to 39000,3,6 years
CLM10000013046,HG60406,Nov,5,Tuesday,Wednesday,Dec,3,Policy Holder,0,13,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,41,Sedan - Liability,20000 to 29000,2,7 years
CLM10000013047,JJ23168,Aug,4,Friday,Friday,Aug,4,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,32,Sedan - All Perils,20000 to 29000,3,4 years
CLM10000013048,NB39218,Aug,4,Monday,Monday,Aug,4,Policy Holder,0,6,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,22,Sedan - Collision,30000 to 39000,4,5 years
CLM10000013049,JK74110,Jul,4,Wednesday,Monday,Aug,1,Policy Holder,0,4,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,31,Sedan - Collision,20000 to 29000,4,6 years
CLM10000013050,MC85738,Jul,1,Tuesday,Wednesday,Jul,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,30,Sedan - Collision,20000 to 29000,4,7 years
CLM10000013051,ZC89812,Jul,1,Sunday,Thursday,Aug,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,38,Sedan - Collision,20000 to 29000,4,5 years
CLM10000013052,CQ19667,Jun,2,Monday,Monday,Jun,3,Third Party,0,16,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,19,Sedan - Collision,20000 to 29000,1,3 years
CLM10000013053,VL36269,May,5,Saturday,Friday,Jun,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,50,Sedan - All Perils,20000 to 29000,2,more than 7
CLM10000013054,VU99589,May,4,Friday,Tuesday,May,5,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Urban,35,Sedan - Liability,more than 69000,2,7 years
CLM10000013055,IP84574,Apr,4,Wednesday,Thursday,Apr,5,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Rural,35,Sedan - Collision,20000 to 29000,2,6 years
CLM10000013056,XF33416,Apr,4,Friday,Tuesday,May,1,Third Party,0,2,8 to 15,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,39,Sedan - Collision,30000 to 39000,4,more than 7
CLM10000013057,PV62583,Mar,1,Tuesday,Tuesday,Mar,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,2 to 3 years,Collision,SUV,Urban,36,Sedan - Collision,20000 to 29000,4,more than 7
CLM10000013058,AQ25590,Nov,1,Thursday,Tuesday,Nov,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,30,Sedan - Collision,20000 to 29000,1,6 years
CLM10000013059,EY83434,Sep,3,Monday,Monday,Sep,3,Policy Holder,0,11,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,67,Sedan - All Perils,20000 to 29000,3,more than 7
CLM10000013060,DQ55516,Sep,3,Monday,Monday,Sep,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,17,Sport - Collision,more than 69000,4,2 years
CLM10000013061,HS39343,Sep,3,Thursday,Monday,Oct,4,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury Car,Urban,41,Sedan - All Perils,20000 to 29000,2,7 years
CLM10000013062,HI16116,Sep,2,Wednesday,Thursday,Sep,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,28,Utility - All Perils,more than 69000,2,7 years
CLM10000013063,WH41496,Jun,3,Monday,Friday,Jun,4,Third Party,0,2,more than 30,more than 30,No,No,External,more than 5,4 to 8 years,All Perils,SUV,Urban,43,Sedan - Liability,20000 to 29000,2,7 years
CLM10000013064,CA55066,Dec,1,Monday,Friday,Dec,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,48,Sedan - Liability,30000 to 39000,4,more than 7
CLM10000013065,TK38732,Dec,2,Wednesday,Wednesday,Dec,2,Third Party,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,SUV,Urban,64,Sedan - Collision,30000 to 39000,1,more than 7
CLM10000013066,CK36026,Mar,4,Thursday,Tuesday,Apr,2,Third Party,0,12,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,52,Sedan - All Perils,more than 69000,4,more than 7
CLM10000013067,LC86277,Mar,5,Tuesday,Monday,Apr,1,Third Party,0,9,more than 30,more than 30,No,Yes,External,1 to 2,no change,All Perils,Four-Door Car,Urban,29,Sedan - All Perils,20000 to 29000,3,6 years
